FILTER_Mutect2 FILTER_Freebayes FILTER_Vardict FILTER_Varscan m2_MQ f_MQMR vs_SSC vs_SPV vd_SSF vd_MSI True_SNV
0 0 0 1 42.25 24.699305426213567 14.0 0.033203 0.01939 2.0 0
0 0 0 1 59.96443525412901 57.6696084844373 9.0 0.11667 0.25066117371547825 8.590601011158322 0
0 0 0 1 52.509071991599754 46.76623975533398 8.0 0.14757 0.38770015024631554 -1.1602774115357617 0
0 0 0 1 54.4522804495765 49.04785372658875 13.0 0.049167 0.05775363486731959 11.54352000836194 0
0 1 0 0 30.959415460145497 0.0 -5.858602068361235 0.2316142607639082 0.25199349713922314 1.2096348791630764 0
0 0 0 1 40.8010661744629 17.831445915486405 9.0 0.11947 0.6102112406950988 9.526584863882684 0
0 0 0 1 50.32085925560582 42.67411932947488 18.0 0.015568 0.14458732253682371 2.042274706792126 0
0 0 0 1 59.541754516748156 62.11789715035213 20.0 0.0096727 0.15443391968472606 -1.1600040456769345 0
0 0 0 1 47.63001669663749 37.930949581061505 7.0 0.16149 0.02320507193920965 -2.250086910994148 0
0 0 0 1 65.20033101369177 69.24028126789014 13.0 0.040825 0.2616337502902513 3.493662490627287 0
0 0 0 1 40.449391835490445 19.0 13.0 0.04484 0.60823 2.0 0
0 0 0 1 39.862294996221806 20.8889 14.0 0.035604 0.34266 1.0 0
0 1 0 0 40.92841268911241 20.7333 8.0 0.15467 0.02372 1.0 0
0 0 0 1 52.93195470971887 44.53645805236134 6.0 0.22414 0.31225092528199705 10.179835168764654 0
0 0 0 1 57.65190485965136 54.06089198673261 11.0 0.078519 0.25865935158969167 5.249294156699031 0
0 0 0 1 66.26502770629135 73.12805772855839 8.0 0.13571 0.30632962011227294 5.128540996316238 0
0 0 0 1 51.2478651740741 43.67688797479967 7.0 0.19048 0.157917209455299 6.309057620685678 0
0 0 0 1 51.9709358246757 42.73102526527273 17.0 0.015923 0.16176 2.0 0
0 0 1 1 41.19 21.535591690753687 14.0 0.034379 0.19094 1.0 0
0 0 0 1 58.85266210488715 54.72129241603758 13.0 0.043486 0.0773496974142677 3.3234193821852034 0
0 0 0 1 55.081397977655506 51.58129097174889 10.0 0.079729 0.43952402264604085 4.883210089424334 0
0 0 0 1 56.785408095432665 52.261561136861744 15.0 0.025682 0.012705888081676053 4.7569597996311845 0
0 0 0 1 57.88305450453582 50.949358416108915 17.0 0.016532 0.2970895216896365 4.919024912975688 0
0 1 0 0 40.29280892364479 22.1607 10.0 0.096086 0.13805 2.0 0
0 0 0 1 58.876485125418306 60.81336179524954 24.0 0.0036796 0.04744882147053353 6.699647290452362 0
0 0 0 1 53.217335199565774 48.29912612638764 8.0 0.13289 -0.3806177279691203 3.7856120967743547 0
0 0 0 1 53.93818911904742 43.16407689893614 9.0 0.11364 0.3029358660635936 10.154512683752483 0
0 0 0 1 71.04663875553737 78.94388888592106 13.0 0.043486 0.23248 1.0 0
0 0 0 1 56.60391831140665 56.735315203443456 12.0 0.054113 0.02144293222804257 8.99304844176101 0
0 0 1 0 39.76 21.42538049640823 20.989020504382246 0.15043570943168683 0.01582 1.0 0
0 0 1 0 64.0476880844536 69.42795227360968 14.169443583353413 -0.07235427395608576 0.12482 1.0 0
0 0 0 1 54.72039128670161 47.39385395237996 13.0 0.045769 0.13390078539042666 4.47237161177115 0
0 1 1 0 43.16145681438978 26.9444 8.0 0.12921 0.00544 2.0 0
0 0 0 1 61.7944170371089 64.28519892403013 13.0 0.040975 0.32236429751442763 3.766867218203625 0
0 0 0 1 47.00478690764838 33.66677327935491 21.0 0.0072069 0.20663504462036356 -3.890135944319402 0
0 0 0 1 48.98528451077598 41.14150390176828 6.0 0.24286 0.28429471395706946 2.5358732072966355 0
0 0 0 1 59.46236697927167 62.390734004576515 7.0 0.17546 -0.051587007096918464 7.909484341109427 0
0 0 0 1 54.75641254540037 49.295833348386374 13.0 0.04678 0.4110965292910387 2.769785459751338 0
0 0 0 1 55.90602061484743 53.791952762023364 15.0 0.026481 0.13453409857654267 0.5926510110575745 0
0 0 0 1 63.34965523656096 63.20208438137246 17.0 0.016495 0.20060768247451127 8.721385056124898 0
0 0 0 1 51.371077840015715 42.37338722275954 23.0 0.0045966 0.02913286199530235 2.412907219479385 0
0 0 0 1 49.546164843001684 38.86582350084632 17.0 0.018838 0.08644166009387726 2.3069653990235937 0
0 0 0 1 53.007027287104414 40.88874308606002 21.0 0.0078045 0.30919096974777505 4.628410479770037 0
0 0 0 1 54.68074966441421 48.239806346025624 14.0 0.039808 0.5460799565289198 -2.199768863010472 0
0 0 0 1 57.07982594125184 55.92097337354939 17.0 0.01879 0.0764927478319452 5.868984796528482 0
0 0 0 1 61.541121562286 65.10546952214906 14.0 0.036467 0.16497935664873797 2.989229793442821 0
0 0 1 0 52.064334653144 53.2 0.0 0.84996 0.0 2.0 0
0 0 1 0 52.67 48.851092467927586 -3.198366466584311 0.4763182743193484 0.07998 5.0 0
