FILTER_Mutect2 FILTER_Freebayes FILTER_Vardict FILTER_Varscan m2_MQ f_MQMR vs_SSC vs_SPV vd_SSF vd_MSI True_SNV
1 1 1 1 53.11 44.8043 9.0 0.11538 0.05301 3.0 1
1 1 1 1 59.36 58.2933 44.0 3.6837e-05 0.00018 2.0 1
0 1 0 1 60.0 60.0 9.0 0.10714 0.2381 3.0 1
1 1 1 1 60.0 60.0 33.0 0.00041251 0.00041 2.0 1
1 1 1 0 60.0 60.0 27.0 0.0018042 0.0018 2.0 1
1 1 1 1 60.0 60.0 15.0 0.025729 0.05575 1.0 1
0 1 0 1 59.59 59.0323 6.0 0.23913 0.21417549999999994 2.15 1
1 1 0 0 60.0 60.0 20.0 0.008837 0.031083499999999997 1.95 1
1 1 1 0 60.0 60.0 20.0 0.008837 0.02224 1.0 1
0 1 0 1 53.01 44.3103 9.0 0.11 0.24 3.0 1
1 1 1 1 60.0 60.0 19.0 0.010098 0.0101 7.0 1
1 1 0 1 55.61 52.7391 13.0 0.047826 0.04783 1.0 1
0 1 1 0 58.79 58.1875 13.95 0.14783174390000003 0.11111 3.0 1
0 1 1 0 59.611000000000004 57.7143 11.0 0.0843688 0.04783 2.0 1
1 1 1 1 60.0 60.0 20.0 0.008316 0.00164 2.0 1
1 1 1 1 60.0 60.0 16.0 0.021073 0.00884 2.0 1
1 1 1 0 60.0 60.0 31.0 0.00074174 0.00074 3.0 1
1 1 1 0 60.0 60.0 20.0 0.0092021 0.0092 1.0 1
1 1 1 1 60.0 60.0 23.0 0.0044505 0.01078 1.0 1
1 1 1 1 60.0 60.0 26.0 0.0021337 0.00088 2.0 1
1 0 0 0 57.7 55.20443 22.9 0.04655510775 0.0454065 1.6 0
1 1 1 1 60.0 60.0 23.0 0.0045803 0.00188 1.0 1
1 1 1 1 60.0 60.0 23.0 0.0044505 0.01131 1.0 1
1 1 1 0 60.0 60.0 27.0 0.0017241 0.00445 2.0 1
1 1 1 1 60.0 60.0 9.0 0.10714 0.04511 2.0 1
1 1 1 1 60.0 60.0 27.0 0.0018791 0.00188 1.0 1
0 1 1 1 59.57 58.5806 9.0 0.11207 0.11207 3.0 1
1 1 1 1 60.0 60.0 27.0 0.0018791 0.00458 1.0 1
1 1 1 1 60.0 60.0 13.0 0.046584 0.04783 1.0 1
1 1 1 0 60.0 60.0 23.0 0.0039926 0.00164 2.0 1
1 1 1 1 60.0 60.0 9.0 0.1129 0.1129 3.0 1
1 1 1 1 60.0 60.0 15.0 0.02531 0.02531 3.0 1
1 0 1 0 60.0 60.0 13.55 0.06569549 0.11486 2.0 1
1 1 1 1 60.0 60.0 26.0 0.002188 0.00091 1.0 1
1 1 1 1 60.0 60.0 12.0 0.055494 0.05575 1.0 1
1 1 1 1 60.0 60.0 12.0 0.053471 0.02425 1.0 1
1 1 1 0 60.0 60.0 17.0 0.019565 0.01957 1.0 1
1 0 0 1 60.0 60.0 6.0 0.22 0.22222 4.0 1
1 1 1 0 60.0 60.0 20.0 0.007971 0.00362 2.0 1
1 1 1 1 60.0 60.0 9.0 0.1087 0.1087 4.0 1
1 1 1 0 60.0 60.0 20.0 0.007971 0.00843 2.0 1
1 1 1 1 60.0 60.0 16.0 0.021691 0.02273 1.0 1
1 1 1 1 60.0 60.0 12.0 0.05251 0.05251 1.0 1
1 1 1 1 60.0 60.0 13.0 0.047826 0.04783 1.0 1
1 1 1 0 60.0 60.0 31.0 0.00074174 0.00078 1.0 1
1 1 1 0 60.0 60.0 31.0 0.00074174 0.0003 5.0 1
1 1 1 0 60.0 60.0 34.0 0.00033576 0.00034 2.0 1
1 1 1 1 60.0 60.0 12.0 0.053471 0.05389 1.0 1
